"id";"card_number";"transaction_date";"value";"segment"
CTID77456492;"8361-7488-5303-1801";2016-07-18;20655;SEG19
CTID44136345;"7633-7985-2079-2990";2016-06-30;196;SEG24
CTID23059198;"4803-9564-9708-3189";2016-05-02;9263;SEG13
CTID77091550;"4294-8894-4829-7801";2016-09-17;42044;SEG24
CTID73191368;"5978-8449-1139-4565";2016-11-06;44533;SEG17
CTID35563130;"7586-6475-9618-3909";2016-07-02;15276;SEG23
CTID39305413;"7795-9930-1867-6279";2016-12-16;14163;SEG17
CTID72233305;"4420-9925-9792-9113";2016-03-27;5146;SEG23
CTID92528361;"2046-1892-2379-9050";2016-09-04;29720;SEG23
CTID99146511;"2711-5438-4449-9824";2016-02-22;13174;SEG11
CTID20584616;"5993-5660-3442-6277";2016-04-16;20476;SEG11
CTID29630005;"5864-4475-3659-1440";2016-08-20;19879;SEG12
CTID12181524;"8259-5688-7450-9931";2016-07-06;31982;SEG18
CTID64622700;"5805-3882-2982-9418";2016-06-30;28182;SEG18
CTID23258877;"4703-4800-3443-6825";2016-05-11;8092;SEG12
CTID82376212;"3623-4506-7311-5151";2016-11-21;39656;SEG13
CTID11908509;"5254-4916-6547-4795";2016-10-01;17076;SEG24
CTID56244161;"4375-1627-3683-5900";2016-12-09;40731;SEG12
CTID86073159;"9540-8558-5897-5046";2016-04-21;22618;SEG19
CTID50331648;"8481-9097-2828-9363";2016-06-06;47589;SEG14
CTID28532412;"3969-9181-6385-4422";2016-09-30;47719;SEG16
CTID56479493;"1519-5130-5810-8539";2016-04-17;48034;SEG15
CTID95029274;"4203-2936-4855-8802";2016-12-13;34231;SEG25
CTID87152150;"1449-4529-1480-3546";2016-12-24;37698;SEG21
CTID12401596;"3922-3698-6304-1975";2016-02-11;24083;SEG22
CTID32773157;"9458-1130-5333-6475";2016-05-02;19435;SEG24
CTID75174510;"7586-6475-9618-3909";2016-10-17;16994;SEG13
CTID61644981;"8228-6661-8736-2838";2016-09-07;20006;SEG25
CTID91383887;"6239-8641-8524-9441";2016-10-14;49751;SEG17
CTID55558213;"4661-5769-5059-2114";2016-10-26;42025;SEG18
CTID96222808;"3114-9778-2542-3154";2016-02-26;20409;SEG12
CTID32788747;"7290-4771-9163-1291";2016-09-19;37127;SEG14
CTID32899512;"5811-4353-3490-5513";2016-11-25;42390;SEG21
CTID28520670;"6025-2610-4001-6680";2016-09-16;48543;SEG11
CTID95444033;"3620-5235-2101-3391";2016-10-14;19082;SEG12
CTID71072564;"9369-6196-2597-1730";2016-04-16;31692;SEG20
CTID61812031;"5010-4875-7956-3628";2016-07-07;42975;SEG17
CTID46953311;"2264-2870-6785-2725";2016-09-26;45233;SEG21
CTID80935610;"8078-7413-3861-2246";2016-05-12;32105;SEG11
CTID31918978;"9302-6470-7735-6371";2016-07-11;46559;SEG19
CTID89116257;"2949-1972-1300-6680";2016-06-04;15488;SEG22
CTID95737480;"5814-6146-3149-1775";2016-08-29;46495;SEG15
CTID84862419;"9302-6470-7735-6371";2016-01-21;42192;SEG17
CTID39687276;"4663-3168-7059-6778";2016-08-03;11164;SEG12
CTID65250423;"3623-4506-7311-5151";2016-04-20;22442;SEG18
CTID75620898;"2570-5181-2062-7588";2016-06-17;42082;SEG18
CTID22151685;"8249-2687-5339-2078";2016-07-09;14523;SEG15
CTID24477929;"5010-4875-7956-3628";2016-09-06;38917;SEG18
CTID51378118;"3620-5235-2101-3391";2016-04-23;33606;SEG14
CTID70456019;"9635-4234-8168-7095";2016-06-13;13940;SEG11
CTID97997603;"1629-9566-3285-2123";2016-04-27;32150;SEG19
CTID47692119;"9991-4727-7710-2269";2016-02-24;11919;SEG11
CTID38035805;"4203-1225-4528-2939";2016-02-01;46485;SEG25
CTID19999468;"1749-4777-2532-7766";2016-03-04;11189;SEG25
CTID91537050;"8031-9022-9952-9605";2016-11-02;33305;SEG16
CTID11300399;"5747-7372-2770-2325";2016-04-11;44346;SEG23
CTID70303716;"7966-2894-6066-2530";2016-04-26;22878;SEG13
CTID47795186;"6893-1438-6516-3207";2016-09-23;29693;SEG24
CTID43440981;"2944-6929-3608-9991";2016-07-02;34217;SEG21
CTID93261308;"5960-5753-3689-8262";2016-01-07;1970;SEG23
CTID19713443;"4843-3880-6792-2259";2016-10-18;13755;SEG16
CTID46724924;"7665-2468-6158-3511";2016-02-15;16568;SEG25
CTID76277194;"8794-7936-2566-9238";2016-03-23;41569;SEG19
CTID69508977;"6075-5795-3555-1281";2016-02-25;14130;SEG20
CTID52407281;"3168-6552-9936-1500";2016-06-21;24432;SEG23
CTID71852776;"1652-7516-1273-1992";2016-04-04;6171;SEG22
CTID48414853;"3748-8048-5227-8162";2016-11-06;43856;SEG20
CTID29343531;"5747-7372-2770-2325";2016-03-01;43645;SEG19
CTID13246913;"7665-2468-6158-3511";2016-06-17;25491;SEG23
CTID37309143;"9604-6821-2861-8084";2016-06-10;16438;SEG13
CTID34457695;"4663-3168-7059-6778";2016-06-03;5152;SEG23
CTID19038309;"9627-1907-4419-6606";2016-04-07;18928;SEG11
CTID77229722;"9779-2601-5260-2896";2016-11-19;20183;SEG19
CTID96740344;"3414-4178-9784-9954";2016-08-31;20894;SEG13
CTID43710262;"9162-3465-6654-4891";2016-09-30;30645;SEG22
CTID84650296;"7586-6475-9618-3909";2016-05-25;35327;SEG12
CTID26467241;"7752-7762-8832-3142";2016-11-24;21059;SEG23
CTID11917133;"3969-9181-6385-4422";2016-12-11;25915;SEG23
CTID35514651;"2911-7555-3093-9231";2016-08-29;9180;SEG15
CTID89507844;"1113-9175-3253-8426";2016-12-07;35568;SEG20
CTID12095650;"6319-3749-2944-6015";2016-12-13;2454;SEG12
CTID51720520;"2595-8621-2855-9119";2016-04-19;24921;SEG12
CTID90345308;"4314-6417-5269-5130";2016-01-13;26769;SEG15
CTID13032577;"4294-8894-4829-7801";2016-11-08;33881;SEG13
CTID98173088;"6071-3874-2856-8755";2016-06-10;13013;SEG23
CTID15150280;"5786-9833-8038-2159";2016-04-29;27685;SEG12
CTID62428200;"9933-8699-5268-4345";2016-06-28;20266;SEG14
CTID97066014;"4803-9564-9708-3189";2016-04-05;37850;SEG19
CTID39257707;"9635-4234-8168-7095";2016-08-30;1341;SEG14
CTID38093239;"7141-7294-3956-4408";2016-07-20;14669;SEG14
CTID87061201;"5283-6135-5709-4452";2016-07-31;13347;SEG17
CTID74359708;"7697-2274-6431-6408";2016-04-06;8630;SEG20
CTID21867583;"4220-2591-3295-3300";2016-08-30;11216;SEG18
CTID82682546;"5556-4557-4566-1540";2016-08-21;6801;SEG18
CTID80445307;"9302-6470-7735-6371";2016-05-10;36803;SEG22
CTID95565130;"7583-5046-7750-5578";2016-06-26;17458;SEG15
CTID38269446;"5145-7864-6575-8768";2016-01-27;43999;SEG16
CTID24226666;"6286-3397-5051-8445";2016-10-28;2275;SEG18
CTID27677978;"5349-1963-8417-8327";2016-09-02;18515;SEG25
CTID26154805;"7306-7457-8875-3211";2016-10-13;46698;SEG18
CTID43509753;"4040-7464-4000-3447";2016-10-22;40109;SEG23
CTID40427723;"5592-8244-5701-5100";2016-04-28;21750;SEG23
CTID45641899;"8904-2491-3727-6958";2016-06-13;21893;SEG24
CTID28239205;"2463-9055-1240-3878";2016-06-06;5125;SEG13
CTID92697501;"4354-1258-5178-5618";2016-09-27;14119;SEG12
CTID60712799;"6765-2732-8888-1318";2016-07-27;7616;SEG21
CTID43268962;"4819-6940-5506-8061";2016-06-22;35579;SEG15
CTID65728991;"6085-9783-3284-2783";2016-03-09;7037;SEG17
CTID63478090;"8228-6661-8736-2838";2016-12-30;5020;SEG16
CTID39528932;"6319-3749-2944-6015";2016-09-24;23548;SEG13
CTID18171189;"1947-8602-1695-7503";2016-09-25;41546;SEG24
CTID38964355;"4040-7464-4000-3447";2016-08-17;36346;SEG23
CTID11662333;"3594-2190-6052-1265";2016-06-26;38212;SEG17
CTID44072878;"7908-8365-2086-2481";2016-11-23;2402;SEG20
CTID17931505;"9425-1481-6545-6190";2016-09-29;34063;SEG23
CTID98276141;"3439-5404-2739-7517";2016-08-19;40007;SEG15
CTID55996147;"4818-7275-3513-3939";2016-06-29;17902;SEG18
CTID36541529;"8321-8463-7644-8934";2016-02-22;12500;SEG22
CTID84998580;"1259-5241-3561-1773";2016-05-15;19589;SEG16
CTID64449456;"4991-3814-8016-9048";2016-07-08;21629;SEG17
CTID61621983;"4959-5036-1379-1303";2016-11-15;23788;SEG12
CTID50977251;"5731-9804-7859-1641";2016-10-03;23821;SEG18
CTID16243045;"8159-1257-4706-7544";2016-08-08;30777;SEG14
CTID23437423;"8259-5688-7450-9931";2016-08-22;14159;SEG16
CTID70914316;"8467-5358-5569-3718";2016-02-28;47565;SEG23
CTID14156529;"5957-5032-1448-8189";2016-04-22;48234;SEG11
CTID76740310;"7306-7457-8875-3211";2016-08-22;27015;SEG18
CTID16444699;"1683-2865-3396-4925";2016-07-28;31299;SEG22
CTID72714783;"7697-2274-6431-6408";2016-02-14;30283;SEG17
CTID68623929;"7276-7349-6334-3809";2016-06-17;49058;SEG14
CTID15682587;"6085-9783-3284-2783";2016-09-15;18538;SEG14
CTID27432016;"7837-4036-5999-1672";2016-02-08;10215;SEG19
CTID69938913;"3170-4662-9297-6384";2016-11-16;35845;SEG13
CTID31842518;"3925-8607-7303-7699";2016-02-27;36728;SEG15
CTID71997841;"7908-3850-6633-2606";2016-02-23;49070;SEG16
CTID56224624;"3991-7326-9292-2844";2016-01-20;3706;SEG13
CTID21418659;"9517-7826-1862-6726";2016-01-01;25211;SEG21
CTID56275496;"9542-6082-9630-9970";2016-07-31;23787;SEG17
CTID38515359;"3652-5528-4808-8216";2016-06-01;3075;SEG13
CTID38667878;"5616-5526-4836-1962";2016-04-26;46448;SEG21
CTID33553335;"7214-4915-6387-5429";2016-11-27;33213;SEG25
CTID90287173;"8673-7935-5776-9119";2016-11-21;39002;SEG16
CTID77990437;"9961-2869-2603-3317";2016-12-02;48959;SEG18
CTID71385095;"1909-6288-2284-5317";2016-03-21;976;SEG20
CTID54828151;"2568-8047-9427-1704";2016-08-31;8460;SEG18
CTID93346806;"3440-1978-8156-5313";2016-11-25;48875;SEG21
CTID29360880;"4334-6855-2003-9239";2016-11-05;5902;SEG11
CTID46428038;"5580-3409-5276-9882";2016-12-28;17951;SEG15
CTID54412098;"4783-2852-8264-4966";2016-05-27;24984;SEG11
CTID92100033;"1187-8674-2708-3972";2016-09-21;31846;SEG24
CTID39862288;"3168-6552-9936-1500";2016-02-21;21903;SEG11
CTID50311395;"6001-5945-4665-4926";2016-06-18;32780;SEG21
CTID44815722;"3671-4079-8067-8622";2016-08-15;10193;SEG15
CTID46141843;"2524-4184-5908-6750";2016-07-27;32759;SEG15
CTID21862520;"7047-9622-9693-9968";2016-09-29;229;SEG20
CTID78819835;"6515-8771-7352-9788";2016-10-01;48170;SEG14
CTID59423298;"7299-3529-7767-1695";2016-10-27;44504;SEG23
CTID21507024;"3708-8801-1521-8042";2016-05-27;45142;SEG15
CTID88382321;"6399-9536-6027-1857";2016-11-07;34146;SEG19
CTID75146834;"7900-3001-7632-4005";2016-03-03;17135;SEG11
CTID14777589;"6001-5945-4665-4926";2016-06-19;12668;SEG23
CTID97749525;"8793-4049-9771-8176";2016-02-07;32466;SEG15
CTID23156505;"4139-7870-9436-2923";2016-05-27;9829;SEG14
CTID14937845;"7299-3529-7767-1695";2016-02-29;1409;SEG17
CTID84081595;"5564-7149-9280-5472";2016-10-03;43872;SEG21
CTID63163746;"9027-9319-4091-7718";2016-10-04;8425;SEG19
CTID98579409;"5481-9525-6488-7566";2016-04-03;44084;SEG19
CTID34293826;"5805-3882-2982-9418";2016-07-15;4314;SEG14
CTID72943287;"1127-9633-2269-3119";2016-01-24;45514;SEG13
CTID83010039;"8272-7202-4112-6502";2016-04-15;23159;SEG24
CTID55185056;"9369-6196-2597-1730";2016-01-11;268;SEG19
CTID64475305;"5316-4617-7300-3260";2016-08-04;40246;SEG24
CTID32605486;"7416-4529-6690-5703";2016-05-27;48234;SEG22
CTID52423907;"9873-6894-5872-1884";2016-10-28;11467;SEG17
CTID17535649;"6286-3397-5051-8445";2016-02-23;10313;SEG17
CTID70982016;"9999-3058-2698-4238";2016-05-14;31798;SEG21
CTID12407245;"9873-6894-5872-1884";2016-06-27;42189;SEG19
CTID62238928;"6262-7793-5307-8561";2016-01-15;2124;SEG19
CTID39156642;"9497-8994-1281-9719";2016-01-23;20417;SEG25
CTID32223743;"7697-2274-6431-6408";2016-05-12;28486;SEG13
CTID27916829;"4525-4818-6014-8945";2016-01-09;25563;SEG11
CTID71558618;"6012-7799-2842-7221";2016-02-16;10359;SEG11
CTID51344706;"1546-9786-8388-4937";2016-06-14;15801;SEG20
CTID66993184;"3544-7836-9589-7635";2016-09-02;4972;SEG16
CTID24276761;"1559-8764-1659-4317";2016-01-02;19207;SEG16
CTID35117922;"6343-7134-9888-2361";2016-12-30;2927;SEG23
CTID25978730;"4037-7862-8119-1361";2016-02-01;17194;SEG24
CTID47634913;"4679-8417-8700-1213";2016-05-26;3331;SEG15
CTID37622476;"2724-3903-7331-7820";2016-07-06;42905;SEG13
CTID16664075;"5689-2440-9593-1931";2016-03-25;33344;SEG23
CTID64149502;"4530-1687-6778-1250";2016-10-24;35326;SEG11
CTID35915577;"5533-2042-7236-9790";2016-08-31;26835;SEG15
CTID63705129;"6015-9255-9994-6771";2016-07-20;28989;SEG23
CTID41115316;"8706-3809-5167-3899";2016-01-28;41947;SEG14
CTID77153379;"4246-1369-3659-8804";2016-02-19;27692;SEG18
CTID96963361;"6415-7043-2998-3377";2016-02-13;22849;SEG17
CTID15730685;"5574-7647-1844-5316";2016-04-17;5326;SEG20
CTID59807639;"5674-3252-5805-3288";2016-07-21;16886;SEG16
CTID88342446;"9542-6082-9630-9970";2016-04-21;32930;SEG14
CTID51414444;"7843-4724-2851-6218";2016-12-08;12815;SEG25
CTID55923601;"1438-6906-2509-8219";2016-06-01;31043;SEG19
CTID99374326;"2535-9251-5633-3656";2016-03-28;11844;SEG20
CTID66525160;"3001-2844-6540-3608";2016-05-13;33243;SEG21
CTID17554574;"1127-9633-2269-3119";2016-06-23;36138;SEG20
CTID42130597;"4991-3814-8016-9048";2016-02-03;11435;SEG23
CTID39687694;"9425-1481-6545-6190";2016-08-18;10558;SEG15
CTID17535452;"3545-8540-7402-9523";2016-07-19;22068;SEG24
CTID33854750;"3001-2844-6540-3608";2016-11-17;7442;SEG23
CTID78003045;"7811-4511-7664-6960";2016-08-01;46165;SEG17
CTID58953592;"1481-2536-2178-7547";2016-02-07;46114;SEG20
CTID70094113;"9304-8255-4381-2028";2016-11-17;2679;SEG23
CTID81592633;"3810-4783-2207-7703";2016-02-12;5436;SEG23
CTID34574410;"2017-7197-7814-9950";2016-05-06;16082;SEG13
CTID17025484;"8467-5358-5569-3718";2016-02-04;6057;SEG17
CTID17057356;"2349-2290-6329-3624";2016-01-05;47918;SEG24
CTID91261802;"4663-3168-7059-6778";2016-01-09;32627;SEG15
CTID48751841;"9162-3465-6654-4891";2016-01-11;46862;SEG17
CTID28720897;"2495-1344-4998-6045";2016-09-04;18182;SEG15
CTID55169815;"7908-8365-2086-2481";2016-12-10;22812;SEG20
CTID68521984;"8228-6661-8736-2838";2016-07-20;2542;SEG16
CTID25384450;"7306-7457-8875-3211";2016-01-10;35376;SEG12
CTID98948491;"3167-9604-1650-2605";2016-11-20;4117;SEG14
CTID16507021;"4012-7774-6690-7055";2016-11-21;11418;SEG13
CTID66574690;"2570-5181-2062-7588";2016-10-27;48392;SEG17
CTID18471231;"7583-5046-7750-5578";2016-05-25;13020;SEG16
CTID32726627;"8685-1513-4751-8018";2016-12-06;24052;SEG23
CTID76550379;"5587-7265-8118-7718";2016-10-11;23298;SEG15
CTID24275024;"2649-6876-7496-4123";2016-07-18;31768;SEG14
CTID97042751;"1350-6303-6190-5958";2016-09-13;5995;SEG19
CTID68703309;"1893-8853-9900-8478";2016-11-01;45696;SEG19
CTID55853142;"9161-8723-1217-5269";2016-02-21;34840;SEG21
CTID59031787;"7290-4771-9163-1291";2016-06-28;27346;SEG23
CTID66359160;"4139-7870-9436-2923";2016-06-26;41387;SEG12
CTID21833101;"4661-5769-5059-2114";2016-01-27;20121;SEG15
CTID35463897;"5616-5526-4836-1962";2016-10-31;14741;SEG20
CTID96909942;"1350-6303-6190-5958";2016-01-24;43315;SEG20
CTID90341698;"5574-7647-1844-5316";2016-06-27;6080;SEG23
CTID50822277;"6085-9783-3284-2783";2016-01-10;13638;SEG12
CTID99884614;"5580-3409-5276-9882";2016-12-17;15620;SEG23
CTID19446760;"4144-3271-6301-9342";2016-05-17;975;SEG22
CTID41554051;"1616-5911-1676-5466";2016-10-19;4929;SEG13
CTID47250837;"2046-1892-2379-9050";2016-10-21;20160;SEG17
CTID30338318;"8106-9789-1679-2552";2016-09-15;1511;SEG19
CTID16487975;"3991-7326-9292-2844";2016-08-25;27234;SEG15
CTID48338941;"5175-8965-9249-9021";2016-03-11;11120;SEG12
CTID46038380;"6399-9536-6027-1857";2016-07-24;41732;SEG22
CTID36345817;"4563-2673-5152-4847";2016-04-10;39692;SEG13
CTID42158939;"4610-9984-7768-4610";2016-05-21;46668;SEG14
CTID90437034;"3158-1638-7701-9309";2016-08-08;45559;SEG16
CTID15736617;"3748-8048-5227-8162";2016-02-03;3559;SEG14
CTID80132997;"5591-5619-8809-5454";2016-01-04;38188;SEG20
CTID54693172;"4819-6940-5506-8061";2016-06-25;34167;SEG12
CTID26858187;"2570-5181-2062-7588";2016-07-22;37674;SEG12
CTID57061201;"1259-5241-3561-1773";2016-09-12;12988;SEG12
CTID34316307;"5533-2042-7236-9790";2016-01-18;27551;SEG12
CTID55626576;"5591-5619-8809-5454";2016-10-28;3626;SEG14
CTID98102162;"9558-5469-2562-5608";2016-01-08;26021;SEG18
CTID39771215;"3970-3872-2591-7629";2016-01-29;39043;SEG23
CTID49403531;"4246-1369-3659-8804";2016-09-28;39928;SEG18
CTID26308030;"4427-5380-8182-9668";2016-01-07;37387;SEG22
CTID71227096;"3594-2190-6052-1265";2016-03-11;42610;SEG15
CTID44874778;"9132-7052-6630-5540";2016-10-21;22801;SEG20
CTID36459161;"3914-1379-8974-9157";2016-04-24;15490;SEG22
CTID76872634;"2535-9251-5633-3656";2016-07-08;2513;SEG19
CTID28001987;"3970-3872-2591-7629";2016-06-23;26851;SEG12
CTID33665286;"3359-9828-1991-2013";2016-05-07;42673;SEG17
CTID34572418;"4819-6940-5506-8061";2016-04-16;19684;SEG12
CTID67702138;"3914-1379-8974-9157";2016-08-12;32187;SEG12
CTID44310073;"2834-5946-1542-4074";2016-10-02;37815;SEG16
CTID23090477;"8321-8463-7644-8934";2016-02-04;26818;SEG14
CTID62423817;"8850-8297-4094-3048";2016-01-26;42019;SEG16
CTID14680860;"3380-5311-6073-9478";2016-05-14;29554;SEG24
CTID60149997;"9369-6196-2597-1730";2016-08-26;28028;SEG19
CTID21179518;"1683-2865-3396-4925";2016-05-12;26237;SEG14
CTID76196650;"9558-5469-2562-5608";2016-04-25;955;SEG17
CTID69300253;"9138-8487-6675-4521";2016-04-23;30665;SEG17
CTID40220216;"8918-6235-3308-7862";2016-03-27;16742;SEG11
CTID17539998;"8115-7743-6213-9284";2016-12-17;24043;SEG23
CTID53138979;"2017-7197-7814-9950";2016-05-22;13964;SEG12
CTID60886627;"4144-3271-6301-9342";2016-02-27;19300;SEG14
CTID45104065;"3362-7342-4639-8164";2016-02-29;36911;SEG18
CTID41255816;"9497-8994-1281-9719";2016-08-27;8807;SEG21
CTID31998440;"2357-9896-6403-5970";2016-12-11;15286;SEG22
CTID96202276;"9304-4488-7872-2868";2016-01-06;21883;SEG23
CTID58221219;"5587-7265-8118-7718";2016-01-12;49957;SEG18
CTID11569015;"4610-9984-7768-4610";2016-03-21;29276;SEG23
CTID30521168;"2017-7197-7814-9950";2016-03-27;7041;SEG20
CTID49185618;"5750-8229-8026-8893";2016-10-26;702;SEG20
CTID45305155;"1693-2036-4352-9386";2016-03-07;12371;SEG20
CTID59198893;"4856-2191-9879-6388";2016-02-04;31114;SEG24
CTID26671062;"4959-5036-1379-1303";2016-07-23;39878;SEG18
CTID85348029;"3168-6552-9936-1500";2016-01-25;36990;SEG20
CTID83556535;"1652-7516-1273-1992";2016-02-09;15319;SEG20
CTID62734168;"7447-6644-5678-8061";2016-09-24;21486;SEG11
CTID19381951;"7416-4529-6690-5703";2016-01-16;37670;SEG24
CTID79076947;"2568-8047-9427-1704";2016-08-27;38949;SEG11
CTID13064757;"6620-4005-4574-6263";2016-07-15;27404;SEG22
CTID95468202;"8499-3007-6025-2772";2016-08-17;25444;SEG22
CTID28903426;"9873-6894-5872-1884";2016-12-14;1492;SEG17
CTID57148661;"6835-6133-8935-6988";2016-06-12;31674;SEG22
CTID14969587;"8376-2481-1705-6329";2016-10-02;17113;SEG25
CTID71363294;"3440-3330-5015-4988";2016-11-25;43540;SEG22
CTID88783622;"9356-9491-6534-8313";2016-12-15;24182;SEG23
CTID91301741;"7504-5906-9389-8905";2016-10-15;4181;SEG22
CTID98186197;"2463-9055-1240-3878";2016-03-07;8600;SEG21
CTID68283301;"8217-2336-2393-6960";2016-02-20;47444;SEG24
CTID88794880;"3671-4079-8067-8622";2016-08-09;26516;SEG15
CTID59087163;"3001-2844-6540-3608";2016-04-18;2772;SEG16
CTID13922190;"5590-1294-8800-2874";2016-02-12;33165;SEG22
CTID50502978;"6429-7684-3108-1910";2016-09-04;7980;SEG18
CTID94763470;"5010-4875-7956-3628";2016-12-22;30807;SEG24
CTID28643448;"3810-4783-2207-7703";2016-12-19;35846;SEG22
CTID72643372;"8757-6814-8721-3839";2016-08-22;31489;SEG20
CTID48468488;"5160-8427-6529-3274";2016-08-14;3355;SEG13
CTID35607994;"1652-7516-1273-1992";2016-03-19;27795;SEG15
CTID62717950;"8582-2422-3251-5767";2016-01-25;44987;SEG19
CTID98844403;"3620-5235-2101-3391";2016-11-11;6483;SEG25
CTID67316917;"8217-2336-2393-6960";2016-09-04;31732;SEG16
CTID26172900;"3405-7202-8402-5988";2016-03-26;25582;SEG13
CTID93989680;"4027-9234-2261-8201";2016-05-20;33116;SEG19
CTID90939014;"5005-7427-6443-4284";2016-01-17;38805;SEG24
CTID74702265;"3697-6001-4909-5350";2016-12-05;41723;SEG12
CTID56734896;"2077-2389-7798-4862";2016-07-15;39875;SEG23
CTID33279993;"9604-6821-2861-8084";2016-03-08;24721;SEG12
CTID21153174;"9842-5558-3255-3410";2016-12-19;9885;SEG17
CTID88845745;"4783-2852-8264-4966";2016-02-25;40104;SEG18
CTID75202231;"1556-5778-6667-4345";2016-06-12;46492;SEG25
CTID80343570;"5002-6349-2806-2942";2016-04-18;8029;SEG25
CTID52715696;"9304-4488-7872-2868";2016-08-18;20200;SEG17
CTID81662528;"1235-8656-9164-2644";2016-05-18;513;SEG14
CTID79374164;"4314-6417-5269-5130";2016-07-01;6770;SEG14
CTID12157035;"5251-7364-6702-5590";2016-08-09;16839;SEG14
CTID80698959;"2893-7786-7528-2338";2016-05-05;39592;SEG25
CTID18263197;"4040-7464-4000-3447";2016-12-21;14890;SEG15
CTID82337257;"8002-6041-9878-5658";2016-05-02;4390;SEG25
CTID98811365;"5206-5979-9383-4538";2016-05-15;42438;SEG21
CTID78318137;"3359-9828-1991-2013";2016-03-28;30541;SEG13
CTID77738498;"5695-2379-4433-2485";2016-05-21;1917;SEG16
CTID36297382;"5962-5634-2696-2739";2016-11-21;36122;SEG11
CTID30503702;"6085-9783-3284-2783";2016-11-04;34435;SEG21
CTID46074335;"9991-4727-7710-2269";2016-02-10;40738;SEG18
CTID82828814;"8069-5321-4131-7493";2016-04-06;23029;SEG23
CTID13419411;"7306-7457-8875-3211";2016-08-06;21485;SEG17
CTID90480702;"6770-3803-2120-3012";2016-08-26;44082;SEG23
CTID43320389;"6785-6309-6247-3002";2016-01-05;24052;SEG16
CTID68945832;"3170-4662-9297-6384";2016-10-17;22236;SEG17
CTID52819261;"3295-6390-4452-7199";2016-12-17;11820;SEG22
CTID85289558;"5092-6820-3830-6560";2016-05-08;6936;SEG23
CTID66266595;"7199-4140-9327-8875";2016-07-15;3506;SEG22
CTID98075412;"4375-1627-3683-5900";2016-08-01;20789;SEG20
CTID32872524;"9074-3311-4009-9836";2016-09-16;18096;SEG19
CTID84499850;"4937-6752-6970-3163";2016-03-31;42271;SEG13
CTID87091026;"4803-9564-9708-3189";2016-09-29;715;SEG22
CTID16147384;"3196-5064-6247-7113";2016-01-14;6850;SEG16
CTID71975358;"5160-8427-6529-3274";2016-08-25;9126;SEG17
CTID19807271;"6321-2048-7733-8765";2016-03-15;18146;SEG25
CTID93024596;"5747-7372-2770-2325";2016-06-30;21377;SEG19
CTID93628854;"7815-2405-2962-6053";2016-03-01;25021;SEG11
CTID51584824;"5262-2954-4306-9001";2016-06-15;26617;SEG25
CTID26260790;"6415-7043-2998-3377";2016-06-16;10379;SEG16
CTID24374967;"4246-1369-3659-8804";2016-08-21;35990;SEG24
CTID83673300;"1652-7516-1273-1992";2016-06-28;21528;SEG12
CTID66251279;"1519-5130-5810-8539";2016-07-18;29798;SEG20
CTID35330679;"8088-9431-7201-2877";2016-11-24;38456;SEG13
CTID63055995;"5129-6974-6371-2964";2016-11-24;44598;SEG17
CTID96625968;"8507-1459-7315-8148";2016-05-28;47614;SEG25
CTID57167788;"7725-3576-5626-3317";2016-03-29;37922;SEG18
CTID64647911;"2649-6876-7496-4123";2016-02-21;32185;SEG12
CTID96727443;"8477-4051-5606-6540";2016-03-12;4916;SEG20
CTID78650534;"8069-5321-4131-7493";2016-11-08;34892;SEG11
CTID79668184;"9721-7299-5635-3504";2016-11-19;35724;SEG12
CTID65786114;"7708-8807-7837-8812";2016-08-27;10423;SEG11
CTID46165497;"3380-5311-6073-9478";2016-12-03;38400;SEG22
CTID37450604;"4144-3271-6301-9342";2016-07-23;30811;SEG14
CTID54678545;"3007-2083-4197-9770";2016-09-20;36466;SEG12
CTID35756065;"2240-2748-8514-4335";2016-05-07;14008;SEG22
CTID37874954;"4959-5036-1379-1303";2016-05-04;4509;SEG16
CTID78385805;"6197-7150-9163-8287";2016-07-28;5188;SEG13
CTID26899130;"7211-2168-9731-5466";2016-03-05;48201;SEG12
CTID23113920;"1464-1118-5953-6424";2016-09-25;22952;SEG15
CTID22196808;"1817-8543-9660-4802";2016-07-27;39257;SEG16
CTID67440529;"5957-5032-1448-8189";2016-06-04;1705;SEG20
CTID80689969;"4220-2591-3295-3300";2016-12-12;41212;SEG11
CTID67866323;"6492-5655-8241-3530";2016-08-24;12861;SEG22
CTID72057819;"2568-8047-9427-1704";2016-11-07;30870;SEG19
CTID13223141;"3295-6390-4452-7199";2016-03-26;10524;SEG11
CTID86710409;"4783-2852-8264-4966";2016-11-30;39511;SEG21
CTID91623330;"3914-1379-8974-9157";2016-08-20;14657;SEG25
CTID72109872;"5936-1967-4966-6077";2016-08-09;24132;SEG16
CTID73115829;"8052-5734-6162-9591";2016-01-09;7508;SEG19
CTID23037705;"1259-5241-3561-1773";2016-05-01;8410;SEG12
CTID39372630;"2158-2612-7934-6228";2016-02-07;16225;SEG23
CTID79274966;"7708-8807-7837-8812";2016-12-12;30659;SEG25
CTID15953239;"5894-8042-7318-9450";2016-07-08;24122;SEG14
CTID98436344;"4784-5120-3581-6184";2016-04-29;20447;SEG18
CTID14368331;"5991-4421-8476-3804";2016-12-31;47610;SEG20
CTID94983184;"2570-5181-2062-7588";2016-03-13;32843;SEG15
CTID56850861;"6315-7338-3105-9947";2016-07-14;10734;SEG24
CTID97853569;"4610-9984-7768-4610";2016-05-25;49899;SEG19
